occurrence_no,record_type,collection_no,identified_name,identified_rank,accepted_name,accepted_rank,accepted_no,taxon_environment,early_interval,late_interval,max_ma,min_ma,phylum,class,order,family,genus,cc,state,county,lat,lng,latlng_basis,latlng_precision,geogscale,paleolat,paleolng,geoplate,formation,geological_group,stratscale,lithology1,lithology2,environment,tectonic_setting,pres_mode,preservation_quality,lagerstatten,collection_coverage,collection_type,ref_author,ref_pubyr,reference_no,research_group,age_range_ma,geological_era,geological_period
1358894,occ,131868,Hadrosauridae indet.,family,Hadrosauridae,family,38755,terrestrial,Late Campanian,,83.6,72.2,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Hadrosauridae,,US,Utah,Garfield,37.624817,-111.856476,based on nearby landmark,6,local area,48.82,-74.62,101,Kaiparowits,,bed,sandstone,,"""channel""",,"body,soft parts",good,,,taxonomic,Titus et al.,2016.0,61882,vertebrate,11.399999999999991,Mesozoic,Cretaceous
1359051,occ,184678,Atreipus milfordensis,species,Grallator tuberosus,species,67394,terrestrial,Norian,Rhaetian,227.3,201.4,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,US,Utah,Garfield,37.771667,-110.475281,based on nearby landmark,seconds,outcrop,12.78,-37.96,101,Rock Point,Chinle,bed,not reported,sandstone,terrestrial indet.,,"mold/impression,trace",good,,,general faunal/floral,Lockley and Hunt,1995.0,61886,vertebrate,25.900000000000006,Mesozoic,Triassic/Jurassic
1359054,occ,46560,Eosauropus cimarronensis n. gen. n. sp.,species,Eosauropus cimarronensis,species,131585,terrestrial,Norian,,227.3,205.7,Chordata,Saurischia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Eosauropus,US,New Mexico,Union,36.894199,-103.350899,stated in text,4,small collection,11.41,-32.03,101,Sloan Canyon,Chinle,group of beds,sandstone,siltstone,"""floodplain""",,trace,medium,,,taxonomic,Lockley et al.,2006.0,39735,vertebrate,21.600000000000023,Mesozoic,Triassic
1359055,occ,46560,Pseudotetrasauropus sp.,genus,Pseudotetrasauropus,genus,77385,terrestrial,Norian,,227.3,205.7,Chordata,Saurischia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pseudotetrasauropus,US,New Mexico,Union,36.894199,-103.350899,stated in text,4,small collection,11.41,-32.03,101,Sloan Canyon,Chinle,group of beds,sandstone,siltstone,"""floodplain""",,trace,medium,,,taxonomic,Lockley and Hunt,1995.0,61886,vertebrate,21.600000000000023,Mesozoic,Triassic
1359056,occ,46560,Coelurosaurichnus sp.,genus,Coelurosaurichnus,genus,68186,terrestrial,Norian,,227.3,205.7,Chordata,Saurischia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Coelurosaurichnus,US,New Mexico,Union,36.894199,-103.350899,stated in text,4,small collection,11.41,-32.03,101,Sloan Canyon,Chinle,group of beds,sandstone,siltstone,"""floodplain""",,trace,medium,,,taxonomic,Conrad et al.,1987.0,65433,vertebrate,21.600000000000023,Mesozoic,Triassic
1359058,occ,32300,Evazoum sp.,genus,Evazoum,genus,131586,terrestrial,Late Triassic,,237.0,201.4,Chordata,Saurischia,NO_ORDER_SPECIFIED,Otozoidae,Evazoum,US,Utah,Uintah,40.434498,-109.256828,based on nearby landmark,6,outcrop,15.89,-35.88,101,Nugget Sandstone,,group of beds,sandstone,,fluvial indet.,,trace,poor,,,general faunal/floral,Lockley et al.,2006.0,65678,vertebrate,35.599999999999994,Mesozoic,Triassic/Jurassic
1359059,occ,184679,Grallator sp.,genus,Grallator,genus,64079,terrestrial,Norian,,227.3,205.7,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,US,Oklahoma,Union,36.897655,-102.981071,based on nearby landmark,6,outcrop,11.37,-31.73,101,Sheep Pen Sandstone,Chinle,bed,sandstone,,terrestrial indet.,,"mold/impression,trace",,,,general faunal/floral,Lockley and Hunt,1995.0,61886,vertebrate,21.600000000000023,Mesozoic,Triassic
1359060,occ,32300,Grallator sp.,genus,Grallator,genus,64079,terrestrial,Late Triassic,,237.0,201.4,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,US,Utah,Uintah,40.434498,-109.256828,based on nearby landmark,6,outcrop,15.89,-35.88,101,Nugget Sandstone,,group of beds,sandstone,,fluvial indet.,,trace,poor,,,general faunal/floral,Lockley and Hunt,1995.0,61886,vertebrate,35.599999999999994,Mesozoic,Triassic/Jurassic
1359062,occ,184680,Grallator sp.,genus,Grallator,genus,64079,terrestrial,Hettangian,,201.4,199.5,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,US,Utah,Grand,38.520817,-110.010956,based on nearby landmark,6,outcrop,14.34,-38.81,101,Wingate Sandstone,Glen Canyon,bed,not reported,,terrestrial indet.,,trace,good,,,general faunal/floral,Lockley and Hunt,1995.0,61886,vertebrate,1.9000000000000057,Mesozoic,Jurassic
1359063,occ,184681,Grallator sp.,genus,Grallator,genus,64079,terrestrial,Hettangian,,201.4,199.5,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,US,Utah,Grand,38.623497,-109.671722,based on nearby landmark,6,outcrop,14.42,-38.53,101,Wingate Sandstone,Glen Canyon,bed,sandstone,sandstone,terrestrial indet.,,"mold/impression,trace",,,,general faunal/floral,Lockley and Hunt,1995.0,61886,vertebrate,1.9000000000000057,Mesozoic,Jurassic
1359064,occ,183521,cf. Kayentapus sp.,genus,Kayentapus,genus,68970,terrestrial,Sinemurian,Pliensbachian,199.5,184.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Kayentapus,US,Utah,San Juan,38.374149,-109.525948,based on nearby landmark,5,outcrop,17.56,-38.25,101,Kayenta,Glen Canyon,bed,sandstone,,terrestrial indet.,,"cast,mold/impression,trace",medium,,,general faunal/floral,Lockley and Hunt,1995.0,61886,vertebrate,15.300000000000011,Mesozoic,Jurassic
1359065,occ,184682,Anomoepus sp.,genus,Anomoepus,genus,67049,terrestrial,Hettangian,Sinemurian,201.4,192.9,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Moyenisauropodidae,Anomoepus,US,Utah,San Juan,38.175591,-109.258575,based on nearby landmark,6,outcrop,15.46,-38.13,101,Wingate Sandstone/Kayenta,Glen Canyon,bed,sandstone,,terrestrial indet.,,"mold/impression,trace",good,,,general faunal/floral,Lockley and Hunt,1995.0,61886,vertebrate,8.5,Mesozoic,Jurassic
1359067,occ,184682,Grallator sp.,genus,Grallator,genus,64079,terrestrial,Hettangian,Sinemurian,201.4,192.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,US,Utah,San Juan,38.175591,-109.258575,based on nearby landmark,6,outcrop,15.46,-38.13,101,Wingate Sandstone/Kayenta,Glen Canyon,bed,sandstone,,terrestrial indet.,,"mold/impression,trace",good,,,general faunal/floral,Lockley and Hunt,1995.0,61886,vertebrate,8.5,Mesozoic,Jurassic
1359068,occ,184682,Theropoda indet.,unranked clade,Theropoda,unranked clade,38513,terrestrial,Hettangian,Sinemurian,201.4,192.9,Chordata,Reptilia,,,,US,Utah,San Juan,38.175591,-109.258575,based on nearby landmark,6,outcrop,15.46,-38.13,101,Wingate Sandstone/Kayenta,Glen Canyon,bed,sandstone,,terrestrial indet.,,"mold/impression,trace",good,,,general faunal/floral,Lockley and Hunt,1995.0,61886,vertebrate,8.5,Mesozoic,Jurassic
1359069,occ,184683,cf. Grallator sp.,genus,Grallator,genus,64079,terrestrial,Pliensbachian,Toarcian,192.9,174.7,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Grallator,US,Utah,Kane,37.033134,-111.201294,based on nearby landmark,6,outcrop,21.26,-38.06,101,Navajo Sandstone,Glen Canyon,bed,sandstone,sandstone,interdune,,"mold/impression,trace",good,,,general faunal/floral,Lockley et al.,1998.0,78429,vertebrate,18.200000000000017,Mesozoic,Jurassic
1359070,occ,184683,Otozoum sp.,genus,Otozoum,genus,64089,terrestrial,Pliensbachian,Toarcian,192.9,174.7,Chordata,Saurischia,NO_ORDER_SPECIFIED,Otozoidae,Otozoum,US,Utah,Kane,37.033134,-111.201294,based on nearby landmark,6,outcrop,21.26,-38.06,101,Navajo Sandstone,Glen Canyon,bed,sandstone,sandstone,interdune,,"mold/impression,trace",good,,,general faunal/floral,Lockley and Hunt,1995.0,61886,vertebrate,18.200000000000017,Mesozoic,Jurassic
1359196,occ,184700,Aves indet.,class,Aves,class,36616,terrestrial,Late Maastrichtian,,72.2,66.0,Chordata,Aves,,,,US,Colorado,Las Animas,37.118034,-104.516968,based on nearby landmark,6,outcrop,48.12,-69.61,101,Raton,,bed,not reported,,terrestrial indet.,,trace,,,,general faunal/floral,Lockley and Hunt,1995.0,61886,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
1359198,occ,184700,Ceratopsidae indet.,family,Ceratopsidae,family,38851,terrestrial,Late Maastrichtian,,72.2,66.0,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Ceratopsidae,,US,Colorado,Las Animas,37.118034,-104.516968,based on nearby landmark,6,outcrop,48.12,-69.61,101,Raton,,bed,not reported,,terrestrial indet.,,trace,,,,general faunal/floral,Lockley and Hunt,1995.0,61886,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
1359199,occ,184700,Hadrosauridae indet.,family,Hadrosauridae,family,38755,terrestrial,Late Maastrichtian,,72.2,66.0,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Hadrosauridae,,US,Colorado,Las Animas,37.118034,-104.516968,based on nearby landmark,6,outcrop,48.12,-69.61,101,Raton,,bed,not reported,,terrestrial indet.,,trace,,,,general faunal/floral,Lockley and Hunt,1995.0,61886,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
1359478,occ,77773,Aves indet.,class,Aves,class,36616,terrestrial,Gelasian,,2.58,1.8,Chordata,Aves,,,,ES,Granada,,37.416668,-3.166667,based on nearby landmark,minutes,small collection,,,not computable using this model,Guadix,,,not reported,,fluvial indet.,,"body,bone collector",,,,taxonomic,Arribas et al.,2009.0,61941,vertebrate,0.78,Cenozoic,Quaternary
1359500,occ,184775,Eubrontes sp.,genus,Eubrontes,genus,66094,terrestrial,Hettangian,Pliensbachian,201.4,184.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Eubrontes,US,Utah,Kane,37.309635,-110.900314,based on nearby landmark,6,outcrop,16.16,-39.44,101,Kayenta,Glen Canyon,bed,sandstone,,terrestrial indet.,,trace,,,,general faunal/floral,Chidsey et al.,2000.0,61945,vertebrate,17.200000000000017,Mesozoic,Jurassic
1359501,occ,184776,Eubrontes sp.,genus,Eubrontes,genus,66094,terrestrial,Pliensbachian,Toarcian,192.9,174.7,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Eubrontes,US,Utah,Garfield,37.599998,-110.605835,stated in text,minutes,outcrop,21.77,-37.48,101,Navajo Sandstone,Glen Canyon,bed,sandstone,,terrestrial indet.,,"cast,trace",medium,,,general faunal/floral,Chidsey et al.,2000.0,61945,vertebrate,18.200000000000017,Mesozoic,Jurassic
1359502,occ,184777,Theropoda indet.,unranked clade,Theropoda,unranked clade,38513,terrestrial,Rhaetian,Hettangian,205.7,199.5,Chordata,Reptilia,,,,US,Utah,San Juan,37.293327,-110.795219,based on nearby landmark,6,outcrop,12.05,-39.51,101,Wingate Sandstone,Glen Canyon,bed,sandstone,,terrestrial indet.,,trace,,,,general faunal/floral,Chidsey et al.,2000.0,61945,vertebrate,6.199999999999989,Mesozoic,Triassic/Jurassic
1359503,occ,184778,Eubrontes sp.,genus,Eubrontes,genus,66094,terrestrial,Sinemurian,Pliensbachian,199.5,184.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Grallatoridae,Eubrontes,US,Utah,San Juan,37.079536,-110.964409,based on nearby landmark,6,outcrop,16.31,-39.49,101,Kayenta,Glen Canyon,bed,not reported,,terrestrial indet.,,trace,,,,general faunal/floral,Lockley et al.,1998.0,78429,vertebrate,15.300000000000011,Mesozoic,Jurassic
1359504,occ,184779,Dinosauria indet.,unranked clade,Dinosauria,unranked clade,52775,terrestrial,Pliensbachian,Toarcian,192.9,174.7,Chordata,Reptilia,,,,US,Utah,Kane,37.018784,-111.459435,,6,small collection,21.27,-38.28,101,Navajo Sandstone,Glen Canyon,bed,sandstone,,terrestrial indet.,,trace,,,,general faunal/floral,Chidsey et al.,2000.0,61945,vertebrate,18.200000000000017,Mesozoic,Jurassic
1359973,occ,55245,Lambeosaurinae indet.,subfamily,Lambeosaurinae,subfamily,53394,terrestrial,Late Campanian,,83.6,72.2,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Hadrosauridae,,MX,Coahuila,,25.5,-101.400276,based on nearby landmark,seconds,outcrop,34.57,-68.21,104,Cerro del Pueblo,Difunta,group of beds,mudstone,,estuary/bay,,"body,trace",good,,,general faunal/floral,Hernández-Rivera,1997.0,61988,vertebrate,11.399999999999991,Mesozoic,Cretaceous
1359974,occ,184850,Sauropoda indet.,unranked clade,Sauropoda,unranked clade,38653,terrestrial,Middle Jurassic,Late Jurassic,174.7,143.1,Chordata,Saurischia,,,,MX,Puebla,,18.350826,-97.878403,based on nearby landmark,6,outcrop,4.67,-37.75,104,,,formation,not reported,,terrestrial indet.,,body,,,,general faunal/floral,Hernández-Rivera,1997.0,61988,vertebrate,31.599999999999994,Mesozoic,Jurassic/Cretaceous
1359975,occ,184850,Dinosauria indet.,unranked clade,Dinosauria,unranked clade,52775,terrestrial,Middle Jurassic,Late Jurassic,174.7,143.1,Chordata,Reptilia,,,,MX,Puebla,,18.350826,-97.878403,based on nearby landmark,6,outcrop,4.67,-37.75,104,,,formation,not reported,,terrestrial indet.,,body,,,,general faunal/floral,Hernández-Rivera,1997.0,61988,vertebrate,31.599999999999994,Mesozoic,Jurassic/Cretaceous
1360388,occ,58608,Theropoda indet.,unranked clade,Theropoda,unranked clade,38513,terrestrial,Early Campanian,,83.6,72.2,Chordata,Reptilia,,,,UZ,Navoi,,42.099003,62.603409,based on nearby landmark,6,small collection,31.1,63.48,402,Dzhetymtau,,bed,not reported,,terrestrial indet.,,body,,,,general faunal/floral,Ryan,1997.0,61991,vertebrate,11.399999999999991,Mesozoic,Cretaceous
1360389,occ,58608,Hadrosauridae indet.,family,Hadrosauridae,family,38755,terrestrial,Early Campanian,,83.6,72.2,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Hadrosauridae,,UZ,Navoi,,42.099003,62.603409,based on nearby landmark,6,small collection,31.1,63.48,402,Dzhetymtau,,bed,not reported,,terrestrial indet.,,body,,,,general faunal/floral,Ryan,1997.0,61991,vertebrate,11.399999999999991,Mesozoic,Cretaceous
1360627,occ,184943,Isaberrysaura mollensis n. gen. n. sp.,species,Isaberrysaura mollensis,species,351537,terrestrial,Early Bajocian,,170.9,168.6,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Huayangosauridae,Isaberrysaura,AR,Neuquén,,-39.205288,-70.26329,estimated from map,6,small collection,-39.78,-21.91,291,Los Molles,Cuyo,bed,mudstone,,deltaic indet.,,body,good,,,taxonomic,Salgado et al.,2017.0,62027,vertebrate,2.3000000000000114,Mesozoic,Jurassic
1360630,occ,49248,Lusovenator santosi,species,Lusovenator santosi,species,424320,terrestrial,Middle Tithonian,Late Tithonian,149.2,143.1,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Lusovenator,PT,Centro,Lisboa,39.087502,-9.404722,estimated from map,seconds,small collection,24.1,7.82,304,Freixial,,bed,sandstone,mudstone,delta plain,,body,,,,taxonomic,Malafaia et al.,2020.0,73366,vertebrate,6.099999999999994,Mesozoic,Jurassic/Cretaceous
1360632,occ,49230,Torvosaurus sp.,genus,Torvosaurus,genus,38587,terrestrial,Late Kimmeridgian,Early Tithonian,152.21,145.06,Chordata,Reptilia,NO_ORDER_SPECIFIED,Megalosauridae,Torvosaurus,PT,Lisboa,,39.216667,-9.343889,estimated from map,minutes,small collection,23.86,7.22,304,Lourinhã,,bed,mudstone,,delta plain,,body,good,,,taxonomic,Araújo et al.,2013.0,62029,vertebrate,7.150000000000006,Mesozoic,Jurassic
1360633,occ,184945,Daspletosaurus horneri,species,Daspletosaurus horneri,species,351539,terrestrial,Late Campanian,,83.6,72.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Tyrannosauridae,Daspletosaurus,US,Montana,Teton,47.634678,-112.582832,estimated from map,6,outcrop,58.34,-71.28,127,Two Medicine,Montana,bed,sandstone,,"""channel""",,body,good,,,taxonomic,Carr et al.,2017.0,62031,"taphonomy,vertebrate",11.399999999999991,Mesozoic,Cretaceous
1360645,occ,184951,Morus sp.,genus,Morus,genus,39679,terrestrial,Piacenzian,,3.6,2.58,Chordata,Aves,Suliformes,Sulidae,Morus,US,California,San Mateo,37.310001,-122.404999,based on nearby landmark,2,,,,not computable using this model,Purisima,,,sandstone,siltstone,coastal indet.,,body,,,,general faunal/floral,Boessenecker,2011.0,37795,vertebrate,1.02,Cenozoic,Neogene/Quaternary
1361079,occ,185024,Theropoda indet.,unranked clade,Theropoda,unranked clade,38513,terrestrial,Late Campanian,Early Maastrichtian,83.6,66.0,Chordata,Reptilia,,,,AR,Mendoza,Malargüe,-36.333332,-69.550003,stated in text,minutes,,-37.0,-51.6,291,Loncoche,Malargüe,bed,sandstone,sandstone,terrestrial indet.,,body,,,,taxonomic,González Riga,1999.0,62068,,17.599999999999994,Mesozoic/Cenozoic,Cretaceous/Paleogene
1361701,occ,163833,Gastornis sp.,genus,Gastornis,genus,39557,terrestrial,Wasatchian,,56.0,51.1,Chordata,Aves,Gastornithiformes,Gastornithidae,Gastornis,CA,Nunavut,Ellesmere Island,78.673523,-81.901123,estimated from map,5,,73.47,-6.83,106,Margaret,Eureka Sound,,not reported,,terrestrial indet.,,body,,,,general faunal/floral,Stidham and Eberle,2016.0,62135,vertebrate,4.899999999999999,Cenozoic,Paleogene
1361702,occ,185212,Presbyornis cf. pervetus,species,Presbyornis pervetus,species,57582,terrestrial,Wasatchian,,56.0,51.1,Chordata,Aves,Anseriformes,Presbyornithidae,Presbyornis,CA,Nunavut,Ellesmere Island,78.673523,-81.901123,estimated from map,5,,73.47,-6.83,106,Margaret,Eureka Sound,,not reported,,terrestrial indet.,,body,,,,taxonomic,Stidham and Eberle,2016.0,62135,vertebrate,4.899999999999999,Cenozoic,Paleogene
1361703,occ,185213,Aves indet.,class,Aves,class,36616,terrestrial,Wasatchian,,56.0,51.1,Chordata,Aves,,,,CA,Nunavut,Ellesmere Island,78.673523,-81.901123,estimated from map,5,,73.47,-6.83,106,Margaret,Eureka Sound,,not reported,,terrestrial indet.,,body,,,,taxonomic,Stidham and Eberle,2016.0,62135,vertebrate,4.899999999999999,Cenozoic,Paleogene
1361768,occ,57700,Anatidae indet.,family,Anatidae,family,39624,terrestrial,Serravallian,,13.82,11.63,Chordata,Aves,Anseriformes,Anatidae,,US,Virginia,Caroline,37.927223,-77.514442,estimated from map,seconds,,39.51,-71.5,109,Calvert,Chesapeake,group of beds,conglomerate,claystone,estuary/bay,,"body,original phosphate",good,,,general faunal/floral,Hastings and Dooley,2017.0,62139,vertebrate,2.1899999999999995,Cenozoic,Neogene
1361769,occ,57700,Gavia sp.,genus,Gavia,genus,39709,terrestrial,Serravallian,,13.82,11.63,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,US,Virginia,Caroline,37.927223,-77.514442,estimated from map,seconds,,39.51,-71.5,109,Calvert,Chesapeake,group of beds,conglomerate,claystone,estuary/bay,,"body,original phosphate",good,,,general faunal/floral,Hastings and Dooley,2017.0,62139,vertebrate,2.1899999999999995,Cenozoic,Neogene
1361770,occ,57700,Miocepphus sp.,genus,Miocepphus,genus,39616,marine,Serravallian,,13.82,11.63,Chordata,Aves,Charadriiformes,Alcidae,Miocepphus,US,Virginia,Caroline,37.927223,-77.514442,estimated from map,seconds,,39.51,-71.5,109,Calvert,Chesapeake,group of beds,conglomerate,claystone,estuary/bay,,"body,original phosphate",good,,,general faunal/floral,Hastings and Dooley,2017.0,62139,vertebrate,2.1899999999999995,Cenozoic,Neogene
1361771,occ,57700,Morus sp.,genus,Morus,genus,39679,terrestrial,Serravallian,,13.82,11.63,Chordata,Aves,Suliformes,Sulidae,Morus,US,Virginia,Caroline,37.927223,-77.514442,estimated from map,seconds,,39.51,-71.5,109,Calvert,Chesapeake,group of beds,conglomerate,claystone,estuary/bay,,"body,original phosphate",good,,,general faunal/floral,Hastings and Dooley,2017.0,62139,vertebrate,2.1899999999999995,Cenozoic,Neogene
1361772,occ,57700,Pelagornis sp.,genus,Pelagornis,genus,39666,marine,Serravallian,,13.82,11.63,Chordata,Aves,Odontopterygiformes,Pelagornithidae,Pelagornis,US,Virginia,Caroline,37.927223,-77.514442,estimated from map,seconds,,39.51,-71.5,109,Calvert,Chesapeake,group of beds,conglomerate,claystone,estuary/bay,,"body,original phosphate",good,,,general faunal/floral,Hastings and Dooley,2017.0,62139,vertebrate,2.1899999999999995,Cenozoic,Neogene
1362746,occ,185439,Aves indet.,class,Aves,class,36616,terrestrial,Pleistocene,,2.58,0.0117,Chordata,Aves,,,,AU,New South Wales,,-31.517778,159.068604,estimated from map,seconds,,,,not computable using this model,,,,"""carbonate""",,terrestrial indet.,,body,,,,taxonomic,Gaffney,1983.0,62179,,2.5683000000000002,Cenozoic,Quaternary
1363163,occ,185501,Carnosauria indet.,infraorder,Carnosauria,infraorder,53943,terrestrial,Cenomanian,,100.5,93.9,Chordata,Reptilia,Avetheropoda,,,AU,Queensland,,-23.076111,142.806671,estimated from map,seconds,outcrop,-62.95,138.11,801,Winton,Rolling Downs,group of beds,sandstone,claystone,lacustrine indet.,,"mold/impression,trace",good,,,paleoecologic,Wade,1979.0,62193,vertebrate,6.599999999999994,Mesozoic,Cretaceous
